id,question_es,sql,archetype,archetype_name,pattern,intent,default_chart,tables_used,difficulty,num_tables
321,¿Cómo ha cambiado el número de pagos de préstamos por trimestre?,"SELECT YEAR(PaidDate) AS anio, DATEPART(QUARTER, PaidDate) AS trimestre, COUNT(*) AS num_pagos FROM dbo.LoanPayments GROUP BY YEAR(PaidDate), DATEPART(QUARTER, PaidDate) ORDER BY anio, trimestre",B,evolucion_temporal,comparacion,requiere_visualizacion,line,LoanPayments,medium,1
336,¿Cómo ha evolucionado el número de transferencias por día de la semana?,"SELECT DATENAME(WEEKDAY, occurenceTime) AS dia, COUNT(*) AS num_transferencias FROM dbo.Transfers GROUP BY DATENAME(WEEKDAY, occurenceTime), DATEPART(WEEKDAY, occurenceTime) ORDER BY DATEPART(WEEKDAY, occurenceTime)",B,evolucion_temporal,comparacion,requiere_visualizacion,line,Transfers,medium,1
338,¿Cómo ha cambiado el monto total de intereses pagados por año?,"SELECT YEAR(PaidDate) AS anio, SUM(interestAmount) AS total_intereses FROM dbo.LoanPayments GROUP BY YEAR(PaidDate) ORDER BY anio",B,evolucion_temporal,comparacion,requiere_visualizacion,line,LoanPayments,medium,1
99,¿Cuál es la tendencia del número de nuevos clientes por año?,"SELECT YEAR(p.DateOfBirth) AS decada_nacimiento, COUNT(*) AS num_clientes FROM dbo.People p JOIN dbo.Customers c ON p.id = c.personId GROUP BY YEAR(p.DateOfBirth) ORDER BY decada_nacimiento",B,evolucion_temporal,comparacion,requiere_visualizacion,line,"People, Customers",hard,2
102,¿Cómo ha variado el monto total de pagos de préstamos por trimestre?,"SELECT YEAR(scheduledPaymentDate) AS anio, DATEPART(QUARTER, scheduledPaymentDate) AS trimestre, SUM(paidAmount) AS monto_pagado FROM dbo.LoanPayments GROUP BY YEAR(scheduledPaymentDate), DATEPART(QUARTER, scheduledPaymentDate) ORDER BY anio, trimestre",B,evolucion_temporal,comparacion,requiere_visualizacion,line,LoanPayments,hard,1
174,¿Cómo ha evolucionado el ratio de depósitos vs retiros por mes?,"SELECT YEAR(transactionDate) AS anio, MONTH(transactionDate) AS mes, SUM(CASE WHEN transactionType = 'deposit' THEN amount ELSE 0 END) * 1.0 / NULLIF(SUM(CASE WHEN transactionType = 'withdrawal' THEN amount ELSE 0 END), 0) AS ratio FROM dbo.Transactions GROUP BY YEAR(transactionDate), MONTH(transactionDate) ORDER BY anio, mes",B,evolucion_temporal,comparacion,requiere_visualizacion,line,Transactions,hard,1
200,¿Cómo ha variado el número de depósitos por día de la semana a lo largo del tiempo?,"SELECT YEAR(transactionDate) AS anio, DATENAME(WEEKDAY, transactionDate) AS dia_semana, COUNT(*) AS num_depositos FROM dbo.Transactions WHERE transactionType = 'deposit' GROUP BY YEAR(transactionDate), DATENAME(WEEKDAY, transactionDate), DATEPART(WEEKDAY, transactionDate) ORDER BY anio, DATEPART(WEEKDAY, transactionDate)",B,evolucion_temporal,comparacion,requiere_visualizacion,line,Transactions,hard,1
337,¿Cuál es la tendencia de saldos promedio por sucursal a lo largo del tiempo?,"SELECT YEAR(a.createdAt) AS anio, b.branchName, AVG(a.currentBalance) AS saldo_promedio FROM dbo.Accounts a JOIN dbo.Branches b ON a.branchId = b.id GROUP BY YEAR(a.createdAt), b.branchName ORDER BY anio, b.branchName",B,evolucion_temporal,comparacion,requiere_visualizacion,line,"Accounts, Branches",hard,2
339,¿Cómo ha variado el número de clientes nuevos por trimestre?,"SELECT YEAR(a.createdAt) AS anio, DATEPART(QUARTER, a.createdAt) AS trimestre, COUNT(DISTINCT ao.ownerId) AS nuevos_clientes FROM dbo.AccountOwnerships ao JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY YEAR(a.createdAt), DATEPART(QUARTER, a.createdAt) ORDER BY anio, trimestre",B,evolucion_temporal,comparacion,requiere_visualizacion,line,"AccountOwnerships, Accounts",hard,2
201,¿Qué porcentaje de clientes son premium vs regulares?,"SELECT customerType, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Customers) AS porcentaje FROM dbo.Customers GROUP BY customerType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Customers,easy,1
202,¿Cuál es la distribución porcentual de préstamos por estado?,"SELECT status, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY status",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,easy,1
204,¿Cuál es la composición porcentual de empleados por cargo?,"SELECT position, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS porcentaje FROM dbo.Employees GROUP BY position",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Employees,easy,1
206,¿Cuál es la distribución porcentual de préstamos por tipo?,"SELECT loanType, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY loanType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,easy,1
103,¿Cuál es la distribución de cuentas por año de creación?,"SELECT YEAR(createdAt) AS anio, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY YEAR(createdAt) ORDER BY anio",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
104,¿Qué porcentaje de préstamos son de cada plazo?,"SELECT term, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY term ORDER BY term",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,medium,1
154,"¿Qué porcentaje de cuentas tiene saldo negativo, cero, o positivo?","SELECT CASE WHEN currentBalance < 0 THEN 'Negativo' WHEN currentBalance = 0 THEN 'Cero' ELSE 'Positivo' END AS categoria, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY CASE WHEN currentBalance < 0 THEN 'Negativo' WHEN currentBalance = 0 THEN 'Cero' ELSE 'Positivo' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
155,¿Cuál es el porcentaje de transacciones por día de la semana?,"SELECT DATENAME(WEEKDAY, transactionDate) AS dia, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY DATENAME(WEEKDAY, transactionDate), DATEPART(WEEKDAY, transactionDate) ORDER BY DATEPART(WEEKDAY, transactionDate)",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,medium,1
156,¿Cuál es la composición porcentual del saldo por tipo de cuenta y estado?,"SELECT accountType, accountStatus, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY accountType, accountStatus ORDER BY porcentaje DESC",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
157,¿Qué porcentaje de préstamos tiene cada rango de tasa de interés?,"SELECT CASE WHEN interestRate < 5 THEN '0-5%' WHEN interestRate < 10 THEN '5-10%' WHEN interestRate < 15 THEN '10-15%' ELSE '>15%' END AS rango_tasa, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY CASE WHEN interestRate < 5 THEN '0-5%' WHEN interestRate < 10 THEN '5-10%' WHEN interestRate < 15 THEN '10-15%' ELSE '>15%' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,medium,1
158,¿Cuál es la distribución porcentual de transferencias por rango de monto?,"SELECT CASE WHEN amount < 1000 THEN 'Pequeña (<1K)' WHEN amount < 10000 THEN 'Mediana (1K-10K)' ELSE 'Grande (>10K)' END AS rango, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transfers) AS porcentaje FROM dbo.Transfers GROUP BY CASE WHEN amount < 1000 THEN 'Pequeña (<1K)' WHEN amount < 10000 THEN 'Mediana (1K-10K)' ELSE 'Grande (>10K)' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transfers,medium,1
203,¿Qué porcentaje de cuentas corresponde a cada sucursal?,"SELECT b.branchName, COUNT(a.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Branches b LEFT JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,"Branches, Accounts",medium,2
205,¿Qué porcentaje del monto total de transacciones son depósitos vs retiros?,"SELECT transactionType, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY transactionType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,medium,1
207,¿Qué porcentaje del saldo total tienen las cuentas activas vs cerradas vs suspendidas?,"SELECT accountStatus, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY accountStatus",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
208,¿Cuál es la composición porcentual de pagos entre principal e interés?,"SELECT 'Principal' AS tipo, SUM(principalAmount) * 100.0 / SUM(paymentAmount) AS porcentaje FROM dbo.LoanPayments UNION ALL SELECT 'Interés', SUM(interestAmount) * 100.0 / SUM(paymentAmount) FROM dbo.LoanPayments",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,LoanPayments,medium,1
209,¿Qué porcentaje de transferencias ocurren en cada trimestre?,"SELECT DATEPART(QUARTER, occurenceTime) AS trimestre, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transfers) AS porcentaje FROM dbo.Transfers GROUP BY DATEPART(QUARTER, occurenceTime)",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transfers,medium,1
210,¿Cuál es la distribución porcentual de cuentas por año de creación?,"SELECT YEAR(createdAt) AS anio, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY YEAR(createdAt) ORDER BY anio",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
211,¿Qué porcentaje de empleados tiene cada sucursal?,"SELECT b.branchName, COUNT(e.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS porcentaje FROM dbo.Branches b LEFT JOIN dbo.Employees e ON b.id = e.branchId GROUP BY b.branchName",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,"Branches, Employees",medium,2
212,¿Cuál es la composición del monto de préstamos por tipo?,"SELECT loanType, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY loanType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,medium,1
213,¿Qué porcentaje de transacciones corresponde a cada mes del año?,"SELECT MONTH(transactionDate) AS mes, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY MONTH(transactionDate) ORDER BY mes",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,medium,1
214,¿Cuál es la distribución porcentual de cuentas por tipo y estado?,"SELECT accountType, accountStatus, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY accountType, accountStatus ORDER BY accountType, accountStatus",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,medium,1
217,¿Qué porcentaje de pagos de préstamos se realiza cada día de la semana?,"SELECT DATENAME(WEEKDAY, PaidDate) AS dia, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.LoanPayments) AS porcentaje FROM dbo.LoanPayments GROUP BY DATENAME(WEEKDAY, PaidDate), DATEPART(WEEKDAY, PaidDate) ORDER BY DATEPART(WEEKDAY, PaidDate)",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,LoanPayments,medium,1
220,¿Cuál es la composición del monto de transacciones por hora del día?,"SELECT DATEPART(HOUR, transactionDate) AS hora, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY DATEPART(HOUR, transactionDate) ORDER BY hora",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,medium,1
342,¿Qué porcentaje del monto de transferencias ocurre cada día?,"SELECT DATENAME(WEEKDAY, occurenceTime) AS dia, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS porcentaje FROM dbo.Transfers GROUP BY DATENAME(WEEKDAY, occurenceTime), DATEPART(WEEKDAY, occurenceTime) ORDER BY DATEPART(WEEKDAY, occurenceTime)",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transfers,medium,1
345,¿Cuál es la composición del monto de préstamos por estado?,"SELECT status, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY status",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,medium,1
36,¿Qué porcentaje del saldo total corresponde a cada tipo de cuenta?,"SELECT accountType, SUM(currentBalance) AS saldo, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY accountType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,hard,1
37,¿Cuál es la distribución porcentual de préstamos por tipo?,"SELECT loanType, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY loanType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
38,¿Qué proporción de clientes son premium vs regulares?,"SELECT customerType, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Customers) AS porcentaje FROM dbo.Customers GROUP BY customerType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Customers,hard,1
39,¿Cuál es la distribución de transacciones por tipo?,"SELECT transactionType, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY transactionType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,hard,1
40,¿Qué porcentaje del monto total de préstamos corresponde a cada tipo?,"SELECT loanType, SUM(loanAmount) AS monto, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY loanType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
41,¿Cuál es la distribución de cuentas por estado?,"SELECT accountStatus, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY accountStatus",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,hard,1
42,¿Qué porcentaje del monto transado corresponde a depósitos vs retiros?,"SELECT transactionType, SUM(amount) AS monto, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY transactionType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,hard,1
43,¿Cuál es la distribución de préstamos por estado?,"SELECT status, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY status",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
44,¿Qué proporción de empleados tiene cada cargo?,"SELECT position, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS porcentaje FROM dbo.Employees GROUP BY position",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Employees,hard,1
45,¿Cuál es la distribución del monto de pagos entre principal e interés?,"SELECT 'Principal' AS tipo, SUM(principalAmount) AS monto, SUM(principalAmount) * 100.0 / (SUM(principalAmount) + SUM(interestAmount)) AS porcentaje FROM dbo.LoanPayments UNION ALL SELECT 'Interés' AS tipo, SUM(interestAmount) AS monto, SUM(interestAmount) * 100.0 / (SUM(principalAmount) + SUM(interestAmount)) AS porcentaje FROM dbo.LoanPayments",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,LoanPayments,hard,1
122,¿Cuál es la distribución de préstamos por rango de monto?,"SELECT CASE WHEN loanAmount < 10000 THEN 'Menor a 10K' WHEN loanAmount < 50000 THEN '10K-50K' WHEN loanAmount < 100000 THEN '50K-100K' ELSE 'Mayor a 100K' END AS rango, COUNT(*) AS cantidad FROM dbo.Loans GROUP BY CASE WHEN loanAmount < 10000 THEN 'Menor a 10K' WHEN loanAmount < 50000 THEN '10K-50K' WHEN loanAmount < 100000 THEN '50K-100K' ELSE 'Mayor a 100K' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
153,¿Cuál es la distribución porcentual de préstamos por rango de monto?,"SELECT CASE WHEN loanAmount < 10000 THEN 'Pequeño (<10K)' WHEN loanAmount < 50000 THEN 'Mediano (10K-50K)' ELSE 'Grande (>50K)' END AS rango, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY CASE WHEN loanAmount < 10000 THEN 'Pequeño (<10K)' WHEN loanAmount < 50000 THEN 'Mediano (10K-50K)' ELSE 'Grande (>50K)' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
215,¿Qué porcentaje del volumen de transferencias ocurre en horario laboral?,"SELECT CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 9 AND 17 THEN 'Horario laboral' ELSE 'Fuera de horario' END AS horario, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS porcentaje FROM dbo.Transfers GROUP BY CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 9 AND 17 THEN 'Horario laboral' ELSE 'Fuera de horario' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transfers,hard,1
216,¿Cuál es la composición porcentual de préstamos activos por rango de monto?,"SELECT CASE WHEN loanAmount < 25000 THEN 'Bajo (<25K)' WHEN loanAmount < 75000 THEN 'Medio (25K-75K)' ELSE 'Alto (>75K)' END AS rango, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans WHERE status = 'active') AS porcentaje FROM dbo.Loans WHERE status = 'active' GROUP BY CASE WHEN loanAmount < 25000 THEN 'Bajo (<25K)' WHEN loanAmount < 75000 THEN 'Medio (25K-75K)' ELSE 'Alto (>75K)' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
218,¿Cuál es la distribución porcentual de clientes por tipo en cada sucursal?,"SELECT b.branchName, c.customerType, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Customers) AS porcentaje FROM dbo.Customers c JOIN dbo.People p ON c.personId = p.id JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id JOIN dbo.Branches b ON a.branchId = b.id GROUP BY b.branchName, c.customerType",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,"Customers, People, AccountOwnerships, Accounts, Branches",hard,5
219,¿Qué porcentaje del saldo total corresponde a cada rango de balance?,"SELECT CASE WHEN currentBalance < 10000 THEN 'Bajo (<10K)' WHEN currentBalance < 50000 THEN 'Medio (10K-50K)' ELSE 'Alto (>50K)' END AS rango, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS porcentaje FROM dbo.Accounts GROUP BY CASE WHEN currentBalance < 10000 THEN 'Bajo (<10K)' WHEN currentBalance < 50000 THEN 'Medio (10K-50K)' ELSE 'Alto (>50K)' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Accounts,hard,1
340,¿Cuál es la distribución porcentual de transacciones por sucursal?,"SELECT b.branchName, COUNT(t.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS porcentaje FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.Transactions t ON a.id = t.accountId GROUP BY b.branchName",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,"Branches, Accounts, Transactions",hard,3
341,¿Qué porcentaje de préstamos corresponde a cada rango de plazo?,"SELECT CASE WHEN term <= 12 THEN 'Corto (<=1 año)' WHEN term <= 60 THEN 'Medio (1-5 años)' ELSE 'Largo (>5 años)' END AS plazo, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS porcentaje FROM dbo.Loans GROUP BY CASE WHEN term <= 12 THEN 'Corto (<=1 año)' WHEN term <= 60 THEN 'Medio (1-5 años)' ELSE 'Largo (>5 años)' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Loans,hard,1
343,¿Cuál es la distribución porcentual de cuentas por sucursal y tipo?,"SELECT b.branchName, a.accountType, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS porcentaje FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName, a.accountType ORDER BY b.branchName",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,"Branches, Accounts",hard,2
344,¿Qué porcentaje del total de pagos representa cada préstamo?,"SELECT loanId, SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) AS porcentaje FROM dbo.LoanPayments GROUP BY loanId HAVING SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) > 1 ORDER BY porcentaje DESC",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,LoanPayments,hard,1
346,¿Qué porcentaje de cuentas tiene cada número de propietarios?,"SELECT num_owners, COUNT(*) * 100.0 / (SELECT COUNT(DISTINCT accountId) FROM dbo.AccountOwnerships) AS porcentaje FROM (SELECT accountId, COUNT(*) AS num_owners FROM dbo.AccountOwnerships GROUP BY accountId) AS owners GROUP BY num_owners ORDER BY num_owners",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,AccountOwnerships,hard,1
347,¿Qué porcentaje de las transacciones son depósitos grandes (>5000)?,"SELECT CASE WHEN amount > 5000 AND transactionType = 'deposit' THEN 'Depósitos >5K' WHEN transactionType = 'deposit' THEN 'Depósitos <=5K' ELSE 'Retiros' END AS categoria, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS porcentaje FROM dbo.Transactions GROUP BY CASE WHEN amount > 5000 AND transactionType = 'deposit' THEN 'Depósitos >5K' WHEN transactionType = 'deposit' THEN 'Depósitos <=5K' ELSE 'Retiros' END",C,composicion_porcentaje,comparacion,requiere_visualizacion,pie,Transactions,hard,1
125,¿Qué porcentaje del total de empleados son Tellers?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion_pct FROM dbo.Employees WHERE position = 'Teller',D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,easy,1
128,¿Cuál es la participación de los préstamos activos en el total de préstamos?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE status = 'active',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,easy,1
130,¿Cuál es la participación de los Branch Managers en el total de empleados?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion_pct FROM dbo.Employees WHERE position = 'Branch Manager',D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,easy,1
132,¿Cuál es la participación de los préstamos hipotecarios en el número total de préstamos?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE loanType = 'mortgage',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,easy,1
223,¿Qué participación tienen los Loan Officers en el total de empleados?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion_pct FROM dbo.Employees WHERE position = 'Loan Officer',D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,easy,1
269,¿Qué participación tienen los Financial Advisors en el total de empleados?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion_pct FROM dbo.Employees WHERE position = 'Financial Advisor',D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,easy,1
271,¿Qué participación tienen las transferencias pequeñas (<1000) en el número total?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transfers) AS participacion_pct FROM dbo.Transfers WHERE amount < 1000,D,participacion_share,comparacion,requiere_visualizacion,pie,Transfers,easy,1
274,¿Cuál es el share de los préstamos con tasa mayor al 15% en el total de préstamos?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE interestRate > 15,D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,easy,1
348,¿Qué participación tienen los préstamos de menos de 20000 en el total?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE loanAmount < 20000,D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,easy,1
349,¿Cuál es el share de las cuentas activas en el número total de cuentas?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE accountStatus = 'active',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,easy,1
354,¿Cuál es el share de los Customer Service Reps en el total de empleados?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion_pct FROM dbo.Employees WHERE position = 'Customer Service Rep',D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,easy,1
48,¿Cuál es la participación de cada tipo de préstamo en el monto total?,"SELECT loanType, SUM(loanAmount) AS monto, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion FROM dbo.Loans GROUP BY loanType",D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
50,¿Cuál es la participación de cada tipo de cliente en el total de clientes?,"SELECT customerType, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Customers) AS participacion FROM dbo.Customers GROUP BY customerType",D,participacion_share,comparacion,requiere_visualizacion,pie,Customers,medium,1
51,¿Cuál es la participación de los préstamos activos en el monto total?,"SELECT status, SUM(loanAmount) AS monto, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion FROM dbo.Loans GROUP BY status",D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
52,¿Cuál es la participación de cada tipo de cuenta en el número total de cuentas?,"SELECT accountType, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS participacion FROM dbo.Accounts GROUP BY accountType",D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
53,¿Cuál es la participación de cada cargo en el total de empleados?,"SELECT position, COUNT(*) AS cantidad, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion FROM dbo.Employees GROUP BY position",D,participacion_share,comparacion,requiere_visualizacion,pie,Employees,medium,1
124,¿Cuál es la participación de las cuentas de ahorro en el número total de cuentas?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE accountType = 'saving',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
